pts,ptspg,fgm,fga,fgp,3pm,3pa,3pp,ftm,fta,ftp,orb,orbpg,drb,drbpg,reb,rebpg,ast,astpg,stl,stlpg,blk,blkpg,tov,tovpg,pf,pfpg,seed,wins,losses,winp,cwins,closses,cwinp,year,team0,team1,result
-108.0,-1.003,-38.0,-150.0,0.016,2.0,-31.0,0.017,-34.0,-56.0,0.011,-72.0,-1.854,-28.0,-0.08,-100.0,-1.934,-48.0,-1.064,-51.0,-1.335,-12.0,-0.235,-93.0,-2.409,-110.0,-2.753,9.0,0.0,-1.0,0.024,1.0,-3.0,0.153,2019.0,Vermont,Florida State,1.0
398.0,7.129,182.0,329.0,0.016,93.0,288.0,-0.005,-59.0,-110.0,0.02,39.0,0.465,79.0,0.73,118.0,1.194,138.0,3.259,50.0,1.105,35.0,0.84,-33.0,-1.768,-18.0,-1.697,-5.0,9.0,-7.0,0.224,4.0,-4.0,0.222,2019.0,Buffalo,Arizona State,0.0
-398.0,-7.129,-182.0,-329.0,-0.016,-93.0,-288.0,0.005,59.0,110.0,-0.02,-39.0,-0.465,-79.0,-0.73,-118.0,-1.194,-138.0,-3.259,-50.0,-1.105,-35.0,-0.84,33.0,1.768,18.0,1.697,5.0,-9.0,7.0,-0.224,-4.0,4.0,-0.222,2019.0,Arizona State,Buffalo,1.0
-351.0,-6.024,-119.0,-211.0,-0.009,-69.0,-192.0,0.002,-44.0,-122.0,0.063,-80.0,-1.868,-88.0,-1.15,-168.0,-3.018,-132.0,-3.057,24.0,1.14,21.0,0.906,-27.0,-0.066,-78.0,-1.248,-11.0,3.0,-5.0,0.141,1.0,-1.0,0.056,2019.0,Texas Tech,Northern Kentucky,0.0
351.0,6.024,119.0,211.0,0.009,69.0,192.0,-0.002,44.0,122.0,-0.063,80.0,1.868,88.0,1.15,168.0,3.018,132.0,3.057,-24.0,-1.14,-21.0,-0.906,27.0,0.066,78.0,1.248,11.0,-3.0,5.0,-0.141,-1.0,1.0,-0.056,2019.0,Northern Kentucky,Texas Tech,1.0
341.0,12.402,91.0,37.0,0.039,15.0,3.0,0.016,144.0,212.0,-0.01,-57.0,-1.421,144.0,5.038,87.0,3.617,78.0,2.735,-40.0,-0.994,3.0,0.203,-60.0,-1.464,-19.0,-0.057,-3.0,8.0,-9.0,0.26,6.0,-6.0,0.333,2019.0,Nevada,Florida,1.0
-341.0,-12.402,-91.0,-37.0,-0.039,-15.0,-3.0,-0.016,-144.0,-212.0,0.01,57.0,1.421,-144.0,-5.038,-87.0,-3.617,-78.0,-2.735,40.0,0.994,-3.0,-0.203,60.0,1.464,19.0,0.057,3.0,-8.0,9.0,-0.26,-6.0,6.0,-0.333,2019.0,Florida,Nevada,0.0
217.0,6.383,77.0,-26.0,0.047,8.0,-44.0,0.032,55.0,86.0,-0.008,14.0,0.412,-54.0,-1.588,-40.0,-1.176,23.0,0.676,13.0,0.382,-42.0,-1.235,108.0,3.176,160.0,4.706,13.0,-1.0,1.0,-0.029,1.0,-1.0,0.05,2019.0,Michigan,Montana,0.0
-217.0,-6.383,-77.0,26.0,-0.047,-8.0,44.0,-0.032,-55.0,-86.0,0.008,-14.0,-0.412,54.0,1.588,40.0,1.176,-23.0,-0.676,-13.0,-0.382,42.0,1.235,-108.0,-3.176,-160.0,-4.706,-13.0,1.0,-1.0,0.029,-1.0,1.0,-0.05,2019.0,Montana,Michigan,1.0
639.0,17.192,246.0,144.0,0.092,3.0,-44.0,0.025,144.0,114.0,0.093,-109.0,-3.689,161.0,4.145,52.0,0.456,151.0,4.156,53.0,1.42,26.0,0.644,-83.0,-2.917,-69.0,-2.658,-8.0,9.0,-8.0,0.254,6.0,-8.0,0.444,2019.0,Gonzaga,Baylor,0.0
-639.0,-17.192,-246.0,-144.0,-0.092,-3.0,44.0,-0.025,-144.0,-114.0,-0.093,109.0,3.689,-161.0,-4.145,-52.0,-0.456,-151.0,-4.156,-53.0,-1.42,-26.0,-0.644,83.0,2.917,69.0,2.658,8.0,-9.0,8.0,-0.254,-6.0,8.0,-0.444,2019.0,Baylor,Gonzaga,1.0
-35.0,-8.378,-59.0,94.0,-0.053,13.0,65.0,-0.012,70.0,93.0,0.002,46.0,0.437,46.0,-0.97,92.0,-0.534,-123.0,-5.215,2.0,-0.61,3.0,-0.316,84.0,1.403,146.0,2.857,-8.0,-1.0,4.0,-0.109,-3.0,3.0,-0.167,2019.0,Florida State,Murray State,0.0
35.0,8.378,59.0,-94.0,0.053,-13.0,-65.0,0.012,-70.0,-93.0,-0.002,-46.0,-0.437,-46.0,0.97,-92.0,0.534,123.0,5.215,-2.0,0.61,-3.0,0.316,-84.0,-1.403,-146.0,-2.857,8.0,1.0,-4.0,0.109,3.0,-3.0,0.167,2019.0,Murray State,Florida State,1.0
549.0,11.847,196.0,457.0,-0.009,93.0,337.0,-0.032,64.0,124.0,-0.037,146.0,3.809,164.0,3.386,310.0,7.194,124.0,2.822,13.0,-0.051,-19.0,-0.847,5.0,-0.581,48.0,0.366,3.0,2.0,0.0,0.006,2.0,-2.0,0.111,2019.0,Texas Tech,Buffalo,0.0
-549.0,-11.847,-196.0,-457.0,0.009,-93.0,-337.0,0.032,-64.0,-124.0,0.037,-146.0,-3.809,-164.0,-3.386,-310.0,-7.194,-124.0,-2.822,-13.0,0.051,19.0,0.847,-5.0,0.581,-48.0,-0.366,-3.0,-2.0,0.0,-0.006,-2.0,2.0,-0.111,2019.0,Buffalo,Texas Tech,1.0
72.0,2.117,62.0,38.0,0.023,-3.0,-46.0,0.015,-49.0,-53.0,-0.02,-91.0,-2.676,128.0,3.764,37.0,1.088,59.0,1.736,-35.0,-1.029,17.0,0.5,-100.0,-2.941,-105.0,-3.089,-8.0,7.0,-7.0,0.206,6.0,-4.0,0.25,2019.0,Michigan,Florida,0.0
-72.0,-2.117,-62.0,-38.0,-0.023,3.0,46.0,-0.015,49.0,53.0,0.02,91.0,2.676,-128.0,-3.764,-37.0,-1.088,-59.0,-1.736,35.0,1.029,-17.0,-0.5,100.0,2.941,105.0,3.089,8.0,-7.0,7.0,-0.206,-6.0,4.0,-0.25,2019.0,Florida,Michigan,1.0
385.0,13.936,183.0,13.0,0.089,2.0,-56.0,0.029,17.0,-3.0,0.026,-70.0,-1.794,74.0,3.011,4.0,1.218,156.0,5.118,12.0,0.574,33.0,1.129,-118.0,-3.167,-121.0,-3.086,-3.0,2.0,-3.0,0.085,3.0,-5.0,0.278,2019.0,Gonzaga,Florida State,0.0
-385.0,-13.936,-183.0,-13.0,-0.089,-2.0,56.0,-0.029,-17.0,3.0,-0.026,70.0,1.794,-74.0,-3.011,-4.0,-1.218,-156.0,-5.118,-12.0,-0.574,-33.0,-1.129,118.0,3.167,121.0,3.086,3.0,-2.0,3.0,-0.085,-3.0,5.0,-0.278,2019.0,Florida State,Gonzaga,1.0
-54.0,2.712,-39.0,-170.0,0.022,-42.0,-151.0,0.018,66.0,69.0,0.03,12.0,0.838,-103.0,-1.591,-91.0,-0.753,-26.0,0.06,27.0,1.228,14.0,0.7,98.0,3.61,92.0,3.752,1.0,2.0,-4.0,0.112,-1.0,-1.0,0.028,2019.0,Michigan,Texas Tech,1.0
54.0,-2.712,39.0,170.0,-0.022,42.0,151.0,-0.018,-66.0,-69.0,-0.03,-12.0,-0.838,103.0,1.591,91.0,0.753,26.0,-0.06,-27.0,-1.228,-14.0,-0.7,-98.0,-3.61,-92.0,-3.752,-1.0,-2.0,4.0,-0.112,1.0,1.0,-0.028,2019.0,Texas Tech,Michigan,0.0
593.0,15.754,225.0,222.0,0.06,25.0,73.0,-0.003,118.0,123.0,0.039,34.0,0.78,154.0,3.926,188.0,4.706,145.0,3.969,13.0,0.17,21.0,0.488,-55.0,-2.042,-39.0,-1.72,-2.0,0.0,1.0,-0.027,2.0,-4.0,0.222,2019.0,Gonzaga,Texas Tech,1.0
-593.0,-15.754,-225.0,-222.0,-0.06,-25.0,-73.0,0.003,-118.0,-123.0,-0.039,-34.0,-0.78,-154.0,-3.926,-188.0,-4.706,-145.0,-3.969,-13.0,-0.17,-21.0,-0.488,55.0,2.042,39.0,1.72,2.0,0.0,-1.0,0.027,-2.0,4.0,-0.222,2019.0,Texas Tech,Gonzaga,0.0
423.0,10.288,209.0,357.0,0.021,-68.0,-43.0,-0.064,73.0,176.0,-0.084,236.0,6.756,138.0,3.337,374.0,10.094,158.0,4.306,163.0,4.653,150.0,4.339,97.0,2.542,47.0,0.944,-15.0,10.0,-9.0,0.279,5.0,-3.0,0.216,2019.0,Duke,North Dakota State,0.0
-423.0,-10.288,-209.0,-357.0,-0.021,68.0,43.0,0.064,-73.0,-176.0,0.084,-236.0,-6.756,-138.0,-3.337,-374.0,-10.094,-158.0,-4.306,-163.0,-4.653,-150.0,-4.339,-97.0,-2.542,-47.0,-0.944,15.0,-10.0,9.0,-0.279,-5.0,3.0,-0.216,2019.0,North Dakota State,Duke,1.0
-50.0,0.691,-36.0,-159.0,0.021,-18.0,-149.0,0.047,40.0,115.0,-0.053,-39.0,-0.925,-11.0,0.471,-50.0,-0.454,-33.0,-0.617,-77.0,-2.227,-6.0,-0.047,-82.0,-2.195,-110.0,-2.909,-1.0,0.0,-1.0,0.024,-3.0,3.0,-0.167,2019.0,VCU,UCF,1.0
50.0,-0.691,36.0,159.0,-0.021,18.0,149.0,-0.047,-40.0,-115.0,0.053,39.0,0.925,11.0,-0.471,50.0,0.454,33.0,0.617,77.0,2.227,6.0,0.047,82.0,2.195,110.0,2.909,1.0,0.0,1.0,-0.024,3.0,-3.0,0.167,2019.0,UCF,VCU,0.0
-36.0,-3.333,10.0,-52.0,0.018,16.0,65.0,-0.011,-72.0,-139.0,0.056,-122.0,-3.91,52.0,0.836,-70.0,-3.074,35.0,0.611,-50.0,-1.709,-73.0,-2.294,-64.0,-2.273,-51.0,-2.003,7.0,7.0,-6.0,0.186,4.0,-6.0,0.319,2019.0,Mississippi State,Liberty,1.0
36.0,3.333,-10.0,52.0,-0.018,-16.0,-65.0,0.011,72.0,139.0,-0.056,122.0,3.91,-52.0,-0.836,70.0,3.074,-35.0,-0.611,50.0,1.709,73.0,2.294,64.0,2.273,51.0,2.003,-7.0,-7.0,6.0,-0.186,-4.0,6.0,-0.319,2019.0,Liberty,Mississippi State,0.0
21.0,6.943,-12.0,-267.0,0.057,106.0,127.0,0.086,-61.0,-248.0,0.16,-208.0,-5.241,-149.0,-2.273,-357.0,-7.513,37.0,2.373,-35.0,-0.43,-68.0,-1.745,-81.0,-1.337,-122.0,-2.176,-9.0,1.0,-4.0,0.093,2.0,-2.0,0.111,2019.0,Virginia Tech,Saint Louis,0.0
-21.0,-6.943,12.0,267.0,-0.057,-106.0,-127.0,-0.086,61.0,248.0,-0.16,208.0,5.241,149.0,2.273,357.0,7.513,-37.0,-2.373,35.0,0.43,68.0,1.745,81.0,1.337,122.0,2.176,9.0,-1.0,4.0,-0.093,-2.0,2.0,-0.111,2019.0,Saint Louis,Virginia Tech,1.0
427.0,16.075,180.0,199.0,0.045,93.0,213.0,0.021,-26.0,-27.0,-0.01,-68.0,-1.867,34.0,1.979,-34.0,0.112,193.0,6.652,73.0,2.495,-35.0,-0.976,-61.0,-1.543,-14.0,0.047,5.0,4.0,-5.0,0.151,3.0,-5.0,0.239,2019.0,Maryland,Belmont,0.0
-427.0,-16.075,-180.0,-199.0,-0.045,-93.0,-213.0,-0.021,26.0,27.0,0.01,68.0,1.867,-34.0,-1.979,34.0,-0.112,-193.0,-6.652,-73.0,-2.495,35.0,0.976,61.0,1.543,14.0,-0.047,-5.0,-4.0,5.0,-0.151,-3.0,5.0,-0.239,2019.0,Belmont,Maryland,1.0
251.0,0.237,46.0,235.0,-0.036,-3.0,81.0,-0.049,162.0,202.0,0.018,173.0,4.617,-57.0,-4.526,116.0,0.091,-75.0,-3.944,119.0,3.163,12.0,-0.033,41.0,0.043,103.0,1.622,-11.0,4.0,-1.0,0.053,6.0,-2.0,0.175,2019.0,LSU,Yale,0.0
-251.0,-0.237,-46.0,-235.0,0.036,3.0,-81.0,0.049,-162.0,-202.0,-0.018,-173.0,-4.617,57.0,4.526,-116.0,-0.091,75.0,3.944,-119.0,-3.163,-12.0,0.033,-41.0,-0.043,-103.0,-1.622,11.0,-4.0,1.0,-0.053,-6.0,2.0,-0.175,2019.0,Yale,LSU,1.0
-53.0,-3.751,12.0,14.0,0.003,-107.0,-280.0,-0.021,30.0,138.0,-0.096,40.0,0.896,-77.0,-3.08,-37.0,-2.185,64.0,1.488,16.0,0.339,40.0,1.091,2.0,-0.303,-19.0,-1.066,3.0,3.0,-2.0,0.071,-1.0,3.0,-0.106,2019.0,Louisville,Minnesota,1.0
53.0,3.751,-12.0,-14.0,-0.003,107.0,280.0,0.021,-30.0,-138.0,0.096,-40.0,-0.896,77.0,3.08,37.0,2.185,-64.0,-1.488,-16.0,-0.339,-40.0,-1.091,-2.0,0.303,19.0,1.066,-3.0,-3.0,2.0,-0.071,1.0,-3.0,0.106,2019.0,Minnesota,Louisville,0.0
416.0,12.236,154.0,122.0,0.052,51.0,103.0,0.018,57.0,26.0,0.057,49.0,1.441,163.0,4.794,212.0,6.235,234.0,6.882,-5.0,-0.147,58.0,1.706,6.0,0.177,-20.0,-0.588,-13.0,8.0,-8.0,0.236,7.0,-5.0,0.3,2019.0,Michigan State,Bradley,0.0
-416.0,-12.236,-154.0,-122.0,-0.052,-51.0,-103.0,-0.018,-57.0,-26.0,-0.057,-49.0,-1.441,-163.0,-4.794,-212.0,-6.235,-234.0,-6.882,5.0,0.147,-58.0,-1.706,-6.0,-0.177,20.0,0.588,13.0,-8.0,8.0,-0.236,-7.0,5.0,-0.3,2019.0,Bradley,Michigan State,1.0
603.0,11.371,272.0,521.0,0.014,36.0,222.0,-0.052,23.0,-16.0,0.045,151.0,3.61,140.0,1.817,291.0,5.428,130.0,2.654,144.0,3.729,93.0,2.34,81.0,1.344,15.0,-1.05,-7.0,4.0,-1.0,0.05,1.0,-1.0,0.056,2019.0,Duke,UCF,0.0
-603.0,-11.371,-272.0,-521.0,-0.014,-36.0,-222.0,0.052,-23.0,16.0,-0.045,-151.0,-3.61,-140.0,-1.817,-291.0,-5.428,-130.0,-2.654,-144.0,-3.729,-93.0,-2.34,-81.0,-1.344,-15.0,1.05,7.0,-4.0,1.0,-0.05,-1.0,1.0,-0.056,2019.0,UCF,Duke,1.0
148.0,0.0,97.0,145.0,0.015,-7.0,38.0,-0.027,-39.0,-60.0,0.013,-23.0,-1.159,89.0,1.256,66.0,0.097,14.0,-0.491,4.0,-0.274,17.0,0.364,9.0,-0.406,24.0,-0.193,8.0,5.0,-3.0,0.103,2.0,-4.0,0.208,2019.0,Virginia Tech,Liberty,0.0
-148.0,0.0,-97.0,-145.0,-0.015,7.0,-38.0,0.027,39.0,60.0,-0.013,23.0,1.159,-89.0,-1.256,-66.0,-0.097,-14.0,0.491,-4.0,0.274,-17.0,-0.364,-9.0,0.406,-24.0,0.193,-8.0,-5.0,3.0,-0.103,-2.0,4.0,-0.208,2019.0,Liberty,Virginia Tech,1.0
321.0,10.031,105.0,198.0,0.008,-13.0,21.0,-0.03,124.0,160.0,0.006,93.0,2.906,-83.0,-2.594,10.0,0.312,-3.0,-0.094,152.0,4.75,-14.0,-0.438,3.0,0.094,102.0,3.187,-3.0,4.0,-4.0,0.124,3.0,-5.0,0.239,2019.0,LSU,Maryland,0.0
-321.0,-10.031,-105.0,-198.0,-0.008,13.0,-21.0,0.03,-124.0,-160.0,-0.006,-93.0,-2.906,83.0,2.594,-10.0,-0.312,3.0,0.094,-152.0,-4.75,14.0,0.438,-3.0,-0.094,-102.0,-3.187,3.0,-4.0,4.0,-0.124,-3.0,5.0,-0.239,2019.0,Maryland,LSU,1.0
273.0,8.03,104.0,22.0,0.049,104.0,181.0,0.063,-39.0,-128.0,0.071,-9.0,-0.265,155.0,4.559,146.0,4.294,138.0,4.059,15.0,0.441,50.0,1.471,29.0,0.853,25.0,0.736,-8.0,6.0,-6.0,0.177,7.0,-7.0,0.35,2019.0,Michigan State,Minnesota,0.0
-273.0,-8.03,-104.0,-22.0,-0.049,-104.0,-181.0,-0.063,39.0,128.0,-0.071,9.0,0.265,-155.0,-4.559,-146.0,-4.294,-138.0,-4.059,-15.0,-0.441,-50.0,-1.471,-29.0,-0.853,-25.0,-0.736,8.0,-6.0,6.0,-0.177,-7.0,7.0,-0.35,2019.0,Minnesota,Michigan State,1.0
471.0,9.5,213.0,440.0,0.002,-60.0,39.0,-0.092,105.0,206.0,-0.068,181.0,4.841,207.0,4.726,388.0,9.568,50.0,0.568,109.0,2.815,158.0,4.512,81.0,1.712,50.0,0.572,-3.0,4.0,-2.0,0.074,2.0,-2.0,0.111,2019.0,Duke,Virginia Tech,0.0
-471.0,-9.5,-213.0,-440.0,-0.002,60.0,-39.0,0.092,-105.0,-206.0,0.068,-181.0,-4.841,-207.0,-4.726,-388.0,-9.568,-50.0,-0.568,-109.0,-2.815,-158.0,-4.512,-81.0,-1.712,-50.0,-0.572,3.0,-4.0,2.0,-0.074,-2.0,2.0,-0.111,2019.0,Virginia Tech,Duke,1.0
76.0,-2.551,32.0,-31.0,0.024,63.0,57.0,0.061,-51.0,-64.0,-0.004,-71.0,-2.855,201.0,4.456,130.0,1.601,224.0,5.816,-113.0,-3.859,48.0,1.159,13.0,-0.397,-22.0,-1.744,-1.0,2.0,0.0,0.012,0.0,2.0,-0.089,2019.0,Michigan State,LSU,0.0
-76.0,2.551,-32.0,31.0,-0.024,-63.0,-57.0,-0.061,51.0,64.0,0.004,71.0,2.855,-201.0,-4.456,-130.0,-1.601,-224.0,-5.816,113.0,3.859,-48.0,-1.159,-13.0,0.397,22.0,1.744,1.0,-2.0,0.0,-0.012,0.0,-2.0,0.089,2019.0,LSU,Michigan State,1.0
159.0,4.676,93.0,229.0,-0.009,-35.0,83.0,-0.082,8.0,71.0,-0.06,97.0,2.853,-45.0,-1.324,52.0,1.53,-103.0,-3.029,144.0,4.236,46.0,1.353,9.0,0.265,-36.0,-1.059,-1.0,0.0,0.0,0.0,-2.0,0.0,-0.022,2019.0,Duke,Michigan State,1.0
-159.0,-4.676,-93.0,-229.0,0.009,35.0,-83.0,0.082,-8.0,-71.0,0.06,-97.0,-2.853,45.0,1.324,-52.0,-1.53,103.0,3.029,-144.0,-4.236,-46.0,-1.353,-9.0,-0.265,36.0,1.059,1.0,0.0,0.0,0.0,2.0,0.0,0.022,2019.0,Michigan State,Duke,0.0
363.0,6.45,113.0,197.0,0.01,1.0,33.0,-0.018,136.0,217.0,-0.035,-9.0,-0.75,67.0,0.487,58.0,-0.263,28.0,-0.029,53.0,1.228,-23.0,-0.9,103.0,2.498,76.0,1.373,15.0,-6.0,8.0,-0.23,-6.0,4.0,-0.264,2019.0,Virginia,Gardner-Webb,0.0
-363.0,-6.45,-113.0,-197.0,-0.01,-1.0,-33.0,0.018,-136.0,-217.0,0.035,9.0,0.75,-67.0,-0.487,-58.0,0.263,-28.0,0.029,-53.0,-1.228,23.0,0.9,-103.0,-2.498,-76.0,-1.373,-15.0,6.0,-8.0,0.23,6.0,-4.0,0.264,2019.0,Gardner-Webb,Virginia,1.0
136.0,4.25,17.0,-20.0,0.014,49.0,110.0,0.016,53.0,-1.0,0.092,24.0,0.75,-97.0,-3.031,-73.0,-2.281,53.0,1.656,44.0,1.374,17.0,0.531,16.0,0.5,75.0,2.344,-1.0,-1.0,1.0,-0.031,3.0,-3.0,0.167,2019.0,Ole Miss,Oklahoma,1.0
-136.0,-4.25,-17.0,20.0,-0.014,-49.0,-110.0,-0.016,-53.0,1.0,-0.092,-24.0,-0.75,97.0,3.031,73.0,2.281,-53.0,-1.656,-44.0,-1.374,-17.0,-0.531,-16.0,-0.5,-75.0,-2.344,1.0,1.0,-1.0,0.031,-3.0,3.0,-0.167,2019.0,Oklahoma,Ole Miss,0.0
188.0,1.425,32.0,86.0,-0.003,31.0,133.0,-0.023,93.0,79.0,0.07,60.0,1.268,-20.0,-2.064,40.0,-0.796,46.0,0.585,103.0,2.65,9.0,0.017,100.0,2.314,126.0,2.741,7.0,2.0,0.0,0.019,-4.0,2.0,-0.144,2019.0,Wisconsin,Oregon,1.0
-188.0,-1.425,-32.0,-86.0,0.003,-31.0,-133.0,0.023,-93.0,-79.0,-0.07,-60.0,-1.268,20.0,2.064,-40.0,0.796,-46.0,-0.585,-103.0,-2.65,-9.0,-0.017,-100.0,-2.314,-126.0,-2.741,-7.0,-2.0,0.0,-0.019,4.0,-2.0,0.144,2019.0,Oregon,Wisconsin,0.0
379.0,7.068,161.0,240.0,0.028,5.0,-34.0,0.025,52.0,49.0,0.032,91.0,2.096,194.0,4.195,285.0,6.292,9.0,-0.529,-52.0,-1.92,73.0,1.956,40.0,0.498,116.0,2.393,9.0,7.0,-5.0,0.159,1.0,-3.0,0.16,2019.0,Kansas State,UC Irvine,1.0
-379.0,-7.068,-161.0,-240.0,-0.028,-5.0,34.0,-0.025,-52.0,-49.0,-0.032,-91.0,-2.096,-194.0,-4.195,-285.0,-6.292,-9.0,0.529,52.0,1.92,-73.0,-1.956,-40.0,-0.498,-116.0,-2.393,-9.0,-7.0,5.0,-0.159,-1.0,3.0,-0.16,2019.0,UC Irvine,Kansas State,0.0
126.0,1.562,-36.0,62.0,-0.035,116.0,375.0,-0.025,82.0,126.0,-0.018,36.0,0.789,10.0,-0.429,46.0,0.36,153.0,4.204,-14.0,-0.588,19.0,0.484,37.0,0.779,-2.0,-0.558,-5.0,3.0,-2.0,0.068,2.0,0.0,0.034,2019.0,Villanova,Saint Mary's,0.0
-126.0,-1.562,36.0,-62.0,0.035,-116.0,-375.0,0.025,-82.0,-126.0,0.018,-36.0,-0.789,-10.0,0.429,-46.0,-0.36,-153.0,-4.204,14.0,0.588,-19.0,-0.484,-37.0,-0.779,2.0,0.558,5.0,-3.0,2.0,-0.068,-2.0,0.0,-0.034,2019.0,Saint Mary's,Villanova,1.0
186.0,9.953,51.0,-40.0,0.035,53.0,123.0,0.011,31.0,-15.0,0.072,-22.0,0.024,-125.0,-2.27,-147.0,-2.247,27.0,1.644,18.0,0.912,-26.0,-0.528,-58.0,-1.079,0.0,1.029,-11.0,-2.0,0.0,-0.015,3.0,-1.0,0.078,2019.0,Purdue,Old Dominion,0.0
-186.0,-9.953,-51.0,40.0,-0.035,-53.0,-123.0,-0.011,-31.0,15.0,-0.072,22.0,-0.024,125.0,2.27,147.0,2.247,-27.0,-1.644,-18.0,-0.912,26.0,0.528,58.0,1.079,0.0,-1.029,11.0,2.0,0.0,0.015,-3.0,1.0,-0.078,2019.0,Old Dominion,Purdue,1.0
146.0,6.597,18.0,-59.0,0.023,41.0,93.0,0.011,69.0,57.0,0.036,-98.0,-2.598,37.0,1.812,-61.0,-0.785,62.0,2.286,-6.0,0.006,-45.0,-1.227,41.0,1.562,-16.0,0.001,3.0,-4.0,3.0,-0.097,-4.0,6.0,-0.278,2019.0,Cincinnati,Iowa,1.0
-146.0,-6.597,-18.0,59.0,-0.023,-41.0,-93.0,-0.011,-69.0,-57.0,-0.036,98.0,2.598,-37.0,-1.812,61.0,0.785,-62.0,-2.286,6.0,-0.006,45.0,1.227,-41.0,-1.562,16.0,-0.001,-3.0,4.0,-3.0,0.097,4.0,-6.0,0.278,2019.0,Iowa,Cincinnati,0.0
203.0,5.97,84.0,100.0,0.017,-72.0,-142.0,-0.026,107.0,125.0,0.021,26.0,0.765,36.0,1.059,62.0,1.823,89.0,2.617,-7.0,-0.205,64.0,1.883,-64.0,-1.883,61.0,1.794,-13.0,4.0,-4.0,0.118,2.0,-2.0,0.111,2019.0,Tennessee,Colgate,0.0
-203.0,-5.97,-84.0,-100.0,-0.017,72.0,142.0,0.026,-107.0,-125.0,-0.021,-26.0,-0.765,-36.0,-1.059,-62.0,-1.823,-89.0,-2.617,7.0,0.205,-64.0,-1.883,64.0,1.883,-61.0,-1.794,13.0,-4.0,4.0,-0.118,-2.0,2.0,-0.111,2019.0,Colgate,Tennessee,1.0
22.0,0.688,-10.0,-149.0,0.033,59.0,44.0,0.067,-17.0,-66.0,0.055,-13.0,-0.406,-67.0,-2.093,-80.0,-2.5,58.0,1.812,-10.0,-0.313,23.0,0.718,-100.0,-3.125,-35.0,-1.094,-8.0,9.0,-9.0,0.281,9.0,-9.0,0.5,2019.0,Virginia,Oklahoma,0.0
-22.0,-0.688,10.0,149.0,-0.033,-59.0,-44.0,-0.067,17.0,66.0,-0.055,13.0,0.406,67.0,2.093,80.0,2.5,-58.0,-1.812,10.0,0.313,-23.0,-0.718,100.0,3.125,35.0,1.094,8.0,-9.0,9.0,-0.281,-9.0,9.0,-0.5,2019.0,Oklahoma,Virginia,1.0
84.0,2.4,59.0,87.0,0.009,-28.0,-115.0,0.018,-6.0,11.0,-0.023,64.0,1.828,130.0,3.714,194.0,5.543,-4.0,-0.114,-73.0,-2.085,0.0,0.0,-2.0,-0.058,26.0,0.743,1.0,7.0,-7.0,0.2,5.0,-7.0,0.382,2019.0,Oregon,UC Irvine,0.0
-84.0,-2.4,-59.0,-87.0,-0.009,28.0,115.0,-0.018,6.0,-11.0,0.023,-64.0,-1.828,-130.0,-3.714,-194.0,-5.543,4.0,0.114,73.0,2.085,0.0,0.0,2.0,0.058,-26.0,-0.743,-1.0,-7.0,7.0,-0.2,-5.0,7.0,-0.382,2019.0,UC Irvine,Oregon,1.0
-94.0,1.717,17.0,8.0,0.007,-50.0,-169.0,0.011,-78.0,-111.0,0.005,26.0,1.435,-56.0,-0.241,-30.0,1.194,-23.0,0.173,24.0,1.088,26.0,1.002,-44.0,-0.668,2.0,1.088,-3.0,-1.0,-1.0,0.015,3.0,-1.0,0.078,2019.0,Purdue,Villanova,0.0
94.0,-1.717,-17.0,-8.0,-0.007,50.0,169.0,-0.011,78.0,111.0,-0.005,-26.0,-1.435,56.0,0.241,30.0,-1.194,23.0,-0.173,-24.0,-1.088,-26.0,-1.002,44.0,0.668,-2.0,-1.088,3.0,1.0,1.0,-0.015,-3.0,1.0,-0.078,2019.0,Villanova,Purdue,1.0
197.0,3.491,152.0,145.0,0.042,-34.0,-95.0,0.001,-73.0,-119.0,0.022,8.0,-0.049,82.0,1.688,90.0,1.638,101.0,2.508,-1.0,-0.211,76.0,2.139,-20.0,-0.945,64.0,1.411,-8.0,5.0,-4.0,0.127,5.0,-7.0,0.333,2019.0,Tennessee,Iowa,0.0
-197.0,-3.491,-152.0,-145.0,-0.042,34.0,95.0,-0.001,73.0,119.0,-0.022,-8.0,0.049,-82.0,-1.688,-90.0,-1.638,-101.0,-2.508,1.0,0.211,-76.0,-2.139,20.0,0.945,-64.0,-1.411,8.0,-5.0,4.0,-0.127,-5.0,7.0,-0.333,2019.0,Iowa,Tennessee,1.0
-168.0,1.358,-66.0,-256.0,0.028,5.0,-112.0,0.066,-41.0,-77.0,0.027,-54.0,-0.836,-35.0,1.162,-89.0,0.326,-3.0,1.157,-92.0,-2.146,-26.0,-0.417,-125.0,-2.798,-153.0,-3.115,-11.0,5.0,-8.0,0.22,6.0,-6.0,0.333,2019.0,Virginia,Oregon,0.0
168.0,-1.358,66.0,256.0,-0.028,-5.0,112.0,-0.066,41.0,77.0,-0.027,54.0,0.836,35.0,-1.162,89.0,-0.326,3.0,-1.157,92.0,2.146,26.0,0.417,125.0,2.798,153.0,3.115,11.0,-5.0,8.0,-0.22,-6.0,6.0,-0.333,2019.0,Oregon,Virginia,1.0
343.0,5.606,157.0,119.0,0.051,-78.0,-210.0,-0.002,107.0,118.0,0.03,-38.0,-1.788,130.0,2.418,92.0,0.629,158.0,3.797,-5.0,-0.529,55.0,1.381,39.0,0.52,33.0,-0.059,-1.0,4.0,-2.0,0.074,-1.0,-1.0,0.033,2019.0,Tennessee,Purdue,1.0
